,formatted_address,name,place_id,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,opening_hours.open_now,permanently_closed,0,1,2,store_name
4143,"Rue Saint-Honoré 18, 2000 Neuchâtel, Switzerland",ALDI-SUISSE,ChIJj0WAq4kLjkcRfrZYnaV6Ne8,4.0,136.0,46.9905678,6.930406,True,,Rue Saint-Honoré 18, 2000 Neuchâtel, Switzerland,aldi
4145,"Rue des Sablons 43, 2000 Neuchâtel, Switzerland",Denner Discount,ChIJuztkORoKjkcRu1PBtOeX5s0,4.2,345.0,46.99647179999999,6.9325784,True,,Rue des Sablons 43, 2000 Neuchâtel, Switzerland,denner
4146,"Rue du Clos-de-Serrières 31, 2000 Neuchâtel, Switzerland",Denner Express,ChIJD1yTr8ThjUcRfkPgrk9gbUM,4.0,172.0,46.9816808,6.9005485,True,,Rue du Clos-de-Serrières 31, 2000 Neuchâtel, Switzerland,denner
4147,"Rte du Vignoble 25, 2017 Boudry, Switzerland",Denner Partner,ChIJ2TCsdPLgjUcRHI79qtBmxZ4,4.2,301.0,46.9549897,6.8480186,True,,Rte du Vignoble 25, 2017 Boudry, Switzerland,denner
4148,"Rue du Château 1, 1564 Domdidier, Switzerland",Denner Partner,ChIJfXF2ZLdzjkcRHjWjkqEOekg,4.4,238.0,46.86644690000001,7.012574000000001,True,,Rue du Château 1, 1564 Domdidier, Switzerland,denner
4149,"Rue Centrale 42, 1580 Avenches, Switzerland",Volg,ChIJEYfJPFhyjkcR5RMENVAzSII,4.2,18.0,46.8795547,7.0395737,True,,Rue Centrale 42, 1580 Avenches, Switzerland,volg
4152,"Rte du Pré-Vert 5, 1580 Avenches, Switzerland",Supermarché Migros,ChIJkYV6RfFyjkcRdL_q61VEt8s,4.1,293.0,46.8864072,7.045593999999999,True,,Rte du Pré-Vert 5, 1580 Avenches, Switzerland,migro
4162,"Grand'Rue 16, 1462 Yvonand, Switzerland",Coop Supermarché Yvonand,ChIJHSVJuWnajUcRo1ctXJqwkIw,4.0,269.0,46.7997923,6.7454386,True,,Grand'Rue 16, 1462 Yvonand, Switzerland,coop
4163,"Rue des Vergers 5, 1462 Yvonand, Switzerland",Denner Satellit,ChIJjbAp_GjajUcRXJdEB5dbf4U,4.3,145.0,46.7985506,6.7436177,True,,Rue des Vergers 5, 1462 Yvonand, Switzerland,denner
4166,"Rue de l'Eglise 27, 1425 Onnens, Switzerland",Volg,ChIJzbWHGMzEjUcRSRkuKaDI-xY,4.1,84.0,46.837796,6.6876523,True,,Rue de l'Eglise 27, 1425 Onnens, Switzerland,volg
4171,"Rte du Moulin 16, 1673 Auboranges, Switzerland",Société coopérative de laiterie d'Auboranges,ChIJOUFy73wqjEcRvQTT85PdBzo,0.0,0.0,46.581195,6.806434899999999,,,Rte du Moulin 16, 1673 Auboranges, Switzerland,coop
4172,"Rte de Lausanne 31, 1610 Oron, Switzerland",Coop Supermarché Oron-La-Ville,ChIJcxEgytuBjkcRlVVG7m7s3M8,4.2,823.0,46.570846,6.8201169,True,,Rte de Lausanne 31, 1610 Oron, Switzerland,coop
4173,"Rte de Mollie-Margot 7, 1073 Savigny, Switzerland",Coop Supermarché Savigny provisoire,ChIJZffSjsopjEcRsCPV9RdBxjY,0.0,0.0,46.5400655,6.7321553,True,,Rte de Mollie-Margot 7, 1073 Savigny, Switzerland,coop
4176,"Rte de Lausanne 1, 1610 Châtillens, Switzerland",Aldi,ChIJl6T2DN-BjkcRr3T0PxH6K4Y,4.2,709.0,46.5703402,6.8172508,True,,Rte de Lausanne 1, 1610 Châtillens, Switzerland,aldi
4180,"Rte d'Oron 2, 1615 Bossonnens, Switzerland",Denner Satellite,ChIJQyLCocuDjkcR6shqzJIMWC0,4.3,202.0,46.5264927,6.852459899999999,True,,Rte d'Oron 2, 1615 Bossonnens, Switzerland,denner
4181,"Rte de la Croix d'Or 2, 1083 Mézières, Switzerland",Migros Partner Orani,ChIJS3DCCv0rjEcRVYVJuOA6cGk,0.0,0.0,46.596383,6.769809,True,,Rte de la Croix d'Or 2, 1083 Mézières, Switzerland,migro
4182,"Rte de Lausanne 2, 1610 Oron, Switzerland",Migros,ChIJ--PJMMWBjkcRQuD-A68Qtcc,3.9,337.0,46.5719109,6.825853599999999,True,,Rte de Lausanne 2, 1610 Oron, Switzerland,migro
4183,"Rte de Lausanne 21, 1610 Oron, Switzerland",Denner Partner,ChIJNUH2B8WBjkcR6m5uezAx6XY,4.4,379.0,46.5710913,6.823297999999999,True,,Rte de Lausanne 21, 1610 Oron, Switzerland,denner
4186,"Chem. des Croisettes 10, 1066 Epalinges, Switzerland",Coop Supermarché Epalinges,ChIJQf3OOmUujEcR7PCgRP_1pqs,4.1,574.0,46.5437316,6.660393699999999,True,,Chem. des Croisettes 10, 1066 Epalinges, Switzerland,coop
4189,"Av. Jomini 11, 1018 Lausanne, Switzerland",Migros Partenaire,ChIJmzG1unsvjEcR_w1lg0d-Uu4,4.0,6.0,46.5303172,6.6284683,True,,Av. Jomini 11, 1018 Lausanne, Switzerland,migro
4197,"Le Restoroute 182, 1644 Avry-devant-Pont, Switzerland",migrolino,ChIJb5XEUohjjkcRR2sBepJXmd0,3.8,147.0,46.6819115,7.0852704,True,,Le Restoroute 182, 1644 Avry-devant-Pont, Switzerland,migro
4202,"Chem. des Chardonnerets 14, 1618 Châtel-Saint-Denis, Switzerland",Coop Supermarché Châtel Saint Denis,ChIJKcFeoSGFjkcRQTcQQtBBay8,4.4,337.0,46.52281929999999,6.8984259,True,,Chem. des Chardonnerets 14, 1618 Châtel-Saint-Denis, Switzerland,coop
4203,"Rte de la Croix d'Or 2, 1083 Mézières, Switzerland",Migros Partenaire,ChIJV2pXhIYrjEcROHKns0IrRZk,4.4,309.0,46.5962073,6.769755099999999,True,,Rte de la Croix d'Or 2, 1083 Mézières, Switzerland,migro
4204,"Rte de Montreux 56, 1618 Châtel-Saint-Denis, Switzerland",Migros,ChIJL_P08w2EjkcRlguJQ3ognOY,4.2,569.0,46.52413970000001,6.9050897,True,,Rte de Montreux 56, 1618 Châtel-Saint-Denis, Switzerland,migro
4205,"Rte du Lac Lussy 80, 1618 Châtel-Saint-Denis, Switzerland",Denner Partner,ChIJUahJjweEjkcR6aukUsMAkGU,4.3,262.0,46.532294,6.896471399999999,True,,Rte du Lac Lussy 80, 1618 Châtel-Saint-Denis, Switzerland,denner
4208,"Rue du Châtelard 24, 1937 Orsières, Switzerland",Volg Orsières,ChIJhdSOFHzMjkcRX9g1d0dQSP8,4.5,53.0,46.0281563,7.144199899999999,True,,Rue du Châtelard 24, 1937 Orsières, Switzerland,volg
4212,"Rte du Bois 1, 1753 Matran, Switzerland",Coop Supermarché Matran,ChIJLwvNdaJvjkcRI3K5EVRGqGU,4.2,556.0,46.7806886,7.0886589,True,,Rte du Bois 1, 1753 Matran, Switzerland,coop
4213,"Rue Louis Favre 8A, 1024 Ecublens, Switzerland",Migros,ChIJ2VO18AIxjEcRW0ArAL3NsX4,4.2,512.0,46.5229627,6.565703,True,,Rue Louis Favre 8A, 1024 Ecublens, Switzerland,migro
4214,"Chem. du Croset 3, 1024 Ecublens, Switzerland",Coop Supermarché Ecublens,ChIJEYOGRA4xjEcRdmvH0vG7gwk,4.2,906.0,46.5337906,6.5663085,True,,Chem. du Croset 3, 1024 Ecublens, Switzerland,coop
4215,"Chem. du Croset 7, 1024 Ecublens, Switzerland",Migros,ChIJPS_r3xExjEcRXV7-lk4qL_4,4.2,346.0,46.5340049,6.5643968,True,,Chem. du Croset 7, 1024 Ecublens, Switzerland,migro
4218,"Avenue de la Grande Fin 1, 1510 Moudon, Switzerland",Migros,ChIJ562-fq_VjUcR--rRWPKVjnM,4.0,394.0,46.6679907,6.800809699999999,True,,Avenue de la Grande Fin 1, 1510 Moudon, Switzerland,migro
4219,"Route Louis Favre 8b, Epfl Les Arcades, 1024 Ecublens, Switzerland",Denner Express,ChIJEQuI5QIxjEcRTqgQ-a01kko,4.2,80.0,46.5228249,6.5657071,True,,Route Louis Favre 8b, Epfl Les Arcades, 1024 Ecublens,denner
4220,"Chem. du Croset 9, 1024 Ecublens, Switzerland",Denner Discount,ChIJkevIxRExjEcRIpUoEcKTh7k,4.3,112.0,46.5348883,6.5643971,True,,Chem. du Croset 9, 1024 Ecublens, Switzerland,denner
4221,"Chem. du Devin 17, 1510 Moudon, Switzerland",Lidl Suisse,ChIJW2aUwDLVjUcRifgbYrPnyR0,4.3,74.0,46.6609826,6.795507199999999,True,,Chem. du Devin 17, 1510 Moudon, Switzerland,lidl
4222,"Rte de Praz Palud 2, 1040 Echallens, Switzerland",Supermarché Migros,ChIJof9n3VHNjUcRHtb7sKedwDs,4.0,530.0,46.6389754,6.6358655,True,,Rte de Praz Palud 2, 1040 Echallens, Switzerland,migro
4223,"Pl. Croix-Blanche 11, 1066 Epalinges, Switzerland",Migros,ChIJifToVYcujEcR7uGCipjcbXY,4.0,560.0,46.548481,6.670927,True,,Pl. Croix-Blanche 11, 1066 Epalinges, Switzerland,migro
4226,"Rte d'Oron 39, 1000 Lausanne, Switzerland",Aldi,ChIJo4iQG2gujEcRWana8qUGXzc,3.8,603.0,46.535516,6.6555946,True,,Rte d'Oron 39, 1000 Lausanne, Switzerland,aldi
4241,"Rte de Moncor 1, 1752 Villars-sur-Glâne, Switzerland",Coop Supermarché Villars-sur-Glâne,ChIJgeaQwiJvjkcRXYSFEWm_F9o,4.4,77.0,46.7978814,7.127115799999999,True,,Rte de Moncor 1, 1752 Villars-sur-Glâne, Switzerland,coop
4243,"Rte de Moncor 12, 1752 Villars-sur-Glâne, Switzerland",Aldi,ChIJlzodJuBujkcRkPfVpUdJa8Y,4.1,319.0,46.7983659,7.121038,True,,Rte de Moncor 12, 1752 Villars-sur-Glâne, Switzerland,aldi
4244,"Rte de Moncor 8, 1752 Villars-sur-Glâne, Switzerland",migrolino,ChIJi2btDeBujkcROtZKZFbnqLc,4.1,76.0,46.7988534,7.122760299999999,True,,Rte de Moncor 8, 1752 Villars-sur-Glâne, Switzerland,migro
4249,"Rue des Cerisiers 2 1752, 1 Villars-sur-Glâne, Switzerland",Denner Discount,ChIJVyeilL5vjkcR7DB-AA8BLWE,4.3,34.0,46.7945055,7.1153293,True,,Rue des Cerisiers 2 1752, 1 Villars-sur-Glâne, Switzerland,denner
4251,"Rte du Jura 73, 1700 Fribourg, Switzerland",migrolino,ChIJl9AYTM9ujkcR_x10cWgVIaM,4.1,62.0,46.81140689999999,7.1390686,True,,Rte du Jura 73, 1700 Fribourg, Switzerland,migro
4252,"Rue du Centre 4, 1752 Villars-sur-Glâne, Switzerland",Migros,ChIJJfiYGCZvjkcRSgJDGjZFn7g,4.0,180.0,46.79346400000001,7.1336463,True,,Rue du Centre 4, 1752 Villars-sur-Glâne, Switzerland,migro
4255,"Rue du Centre 4 Centre de Cormanon-Est 1752, 1 Villars-sur-Glâne, Switzerland",Denner Bibite,ChIJ8QFa-N9ujkcRKV_EStPO5zE,4.1,14.0,46.7934391,7.1339063,True,,Rue du Centre 4 Centre de Cormanon-Est 1752, 1 Villars-sur-Glâne, Switzerland,denner
4257,"Rte de la Sablière 2, 1753 Matran, Switzerland",Lidl,ChIJUcsHgwpvjkcRy-zk496_0FI,4.0,529.0,46.78257199999999,7.0958498,True,,Rte de la Sablière 2, 1753 Matran, Switzerland,lidl
4265,"Rte Principale 189, 1628 Vuadens, Switzerland",Coop Supermarché Vuadens,ChIJb38igq9ijkcRW9xiPPgx44k,4.1,180.0,46.61782669999999,7.021312399999999,True,,Rte Principale 189, 1628 Vuadens, Switzerland,coop
4266,"Rte de Romont 25, 1670 Ursy, Switzerland",Denner Satellit,ChIJgVwNCfF_jkcRolK9tJuR39Q,4.2,167.0,46.6340634,6.8370224,True,,Rte de Romont 25, 1670 Ursy, Switzerland,denner
4277,"Rue de Vuippens 49, 1630 Bulle, Switzerland",migrolino,ChIJvz2CnrZjjkcR4wUD4z33I20,3.9,8.0,46.62672999999999,7.0603627,True,,Rue de Vuippens 49, 1630 Bulle, Switzerland,migro
4291,"Rte de la Gare 4, 1660 Château-d’Œx, Switzerland",Coop Supermarché Château-d'Oex,ChIJRSK0NhaNjkcRAoKL4N_3oyQ,4.2,426.0,46.4739674,7.1332773,True,,Rte de la Gare 4, 1660 Château-d’Œx, Switzerland,coop
4292,"Rte du Simplon 24, 1845 Noville, Switzerland",migrolino,ChIJTRREMCWajkcRg-khWOazxWY,4.1,84.0,46.386416,6.9205109,True,,Rte du Simplon 24, 1845 Noville, Switzerland,migro
4293,"Rue de Montsalvens 17, 1636 Broc, Switzerland",Coop Supermarché Broc,ChIJt0dO-QCKjkcRxcD0Ggu6FYM,4.0,164.0,46.6028796,7.101958,True,,Rue de Montsalvens 17, 1636 Broc, Switzerland,coop
4294,"Rue de l'Europe 82, 1630 Bulle, Switzerland",migrolino,ChIJdxs7CopijkcRo0pDjf6Mlow,4.2,103.0,46.6233763,7.056356699999999,True,,Rue de l'Europe 82, 1630 Bulle, Switzerland,migro
4295,"Rue Porte-d'en-Bas 6, 1635 Bulle, Switzerland",Coop Supermarché La Tour-de-Trême,ChIJb4PLYvWJjkcRJR_KJR99W0E,4.1,49.0,46.6060132,7.0693025,True,,Rue Porte-d'en-Bas 6, 1635 Bulle, Switzerland,coop
4296,"Av. des Alpes 80, 1820 Montreux, Switzerland",Coop Pronto Montreux Gare,ChIJMwDLSRqbjkcRcaOC9n4QRuk,3.7,233.0,46.4365833,6.9097241,True,,Av. des Alpes 80, 1820 Montreux, Switzerland,coop
4301,"GRUYÈRE-CENTRE, Rue du Château-d'En-Bas 2, 1630 Bulle, Switzerland",Migros,ChIJaWCAwmFijkcRoHebctz4Igs,4.2,824.0,46.6237682,7.0571047,True,,GRUYÈRE-CENTRE, Rue du Château-d'En-Bas 2, 1630 Bulle,migro
4305,"Rue Chateau d`en Bas 2 Centre, Rue du Château-d'En-Bas 2, 1630 Bulle, Switzerland",Denner Discount,ChIJr1-AwmFijkcRF8uD5GSRalc,3.9,28.0,46.6236149,7.057375,True,,Rue Chateau d`en Bas 2 Centre, Rue du Château-d'En-Bas 2, 1630 Bulle,denner
4306,"Rue de l'Ancien Comté 17b, 1635 La Tour-de-Trême, Switzerland",Migros Supermarkt,ChIJQXpFaW1jjkcRU2nVStb-7Yg,3.9,38.0,46.6106743,7.063321299999999,True,,Rue de l'Ancien Comté 17b, 1635 La Tour-de-Trême, Switzerland,migro
4308,"Rte d'Agy 2, 1763 Granges-Paccot, Switzerland",Migros Supermarkt,ChIJC5taYUtpjkcRGIC8xBUiadg,4.2,292.0,46.8208122,7.1540088,True,,Rte d'Agy 2, 1763 Granges-Paccot, Switzerland,migro
4311,"Rue de Montsalvens 39, 1636 Broc, Switzerland",Denner Express,ChIJlc4THgeKjkcRrZTtdhbjYr0,4.1,140.0,46.60248499999999,7.105004999999999,True,,Rue de Montsalvens 39, 1636 Broc, Switzerland,denner
4312,"Rte du Centre 11, 1637 Val-de-Charmey, Switzerland",Denner Express,ChIJTYPdsfNhjkcRhcNE9FHX3mw,4.5,11.0,46.6198876,7.1628093,True,,Rte du Centre 11, 1637 Val-de-Charmey, Switzerland,denner
4313,"Rte de Pra Riond 4, 1635 La Tour-de-Trême, Switzerland",migrolino,ChIJt1MMQeeJjkcRu83J_W874Hg,4.2,74.0,46.600966,7.0757406,True,,Rte de Pra Riond 4, 1635 La Tour-de-Trême, Switzerland,migro
4314,"Rue de l'Ancien Comté 17, 1635 La Tour-de-Trême, Switzerland",Denner Express,ChIJuWSGq4tjjkcRf3OD35KrOyk,5.0,5.0,46.6105832,7.0633316,True,,Rue de l'Ancien Comté 17, 1635 La Tour-de-Trême, Switzerland,denner
4315,"Rte de Pra Riond 2, 1635 La Tour-de-Trême, Switzerland",Denner Discount,ChIJSwJck5eJjkcRjwL9kl7GvdA,4.5,6.0,46.6004491,7.0758674,True,,Rte de Pra Riond 2, 1635 La Tour-de-Trême, Switzerland,denner
4317,"Grand-Rue 35, 1630 Bulle, Switzerland",Coop Supermarché Bulle Ville,ChIJz-WU8WJijkcRIFu-s4WQxcw,4.0,336.0,46.6193514,7.0573362,True,,Grand-Rue 35, 1630 Bulle, Switzerland,coop
4318,"Pl. de la Gare, 1630 Bulle, Switzerland",Supermarché Migros,ChIJO_-rHIhijkcRoI6KPC0LAzM,4.2,147.0,46.6193937,7.053790599999999,True,,Pl. de la Gare, 1630 Bulle, Switzerland,migro
4319,"Rte de Riaz 50, 1630 Bulle, Switzerland",Coop Supermarché Bulle Le Caro,ChIJd90E-WBijkcRdNrOm-AqYUE,4.2,1345.0,46.6251019,7.059971399999999,True,,Rte de Riaz 50, 1630 Bulle, Switzerland,coop
4320,"Rue de Vevey 120, 1630 Bulle, Switzerland",Lidl,ChIJ5Ruw94ZijkcRHAA6MQ1R8Jk,3.9,637.0,46.6152926,7.0507282,True,,Rue de Vevey 120, 1630 Bulle, Switzerland,lidl
4321,"Chem. de Champ-Francey 150, 1630 Bulle, Switzerland",Aldi,ChIJvReNM19ijkcRX22hnEL6Ptw,4.1,665.0,46.631628,7.060550000000001,True,,Chem. de Champ-Francey 150, 1630 Bulle, Switzerland,aldi
4323,"Rue de Vevey 250, 1630 Bulle, Switzerland",Denner Discount,ChIJKRNwjbljjkcRnK_W_j8sb_8,4.4,63.0,46.61384220000001,7.039243399999999,True,,Rue de Vevey 250, 1630 Bulle, Switzerland,denner
4324,"Rue de la Condémine 52, 1630 Bulle, Switzerland",Denner Discount,ChIJe3AfmmFijkcRSwxA4xa4H_8,4.2,210.0,46.6210923,7.060359699999999,True,,Rue de la Condémine 52, 1630 Bulle, Switzerland,denner
4330,"Rue de Battentin 1, 1630 Bulle, Switzerland",Coop Pronto avec station-service Bulle Rue de Battentin,ChIJw2FmqPNijkcRWCwHDX47ttc,4.1,645.0,46.6332616,7.048559699999999,True,,Rue de Battentin 1, 1630 Bulle, Switzerland,coop
4333,"Rte de Pra Riond 2, 1635 La Tour-de-Trême, Switzerland",Migros,ChIJC_ArFOeJjkcR90vOXnxN9mQ,4.2,646.0,46.6001523,7.075381699999999,True,,Rte de Pra Riond 2, 1635 La Tour-de-Trême, Switzerland,migro
4341,"La Maison du Gruyère, 1663 Pringy, Switzerland",Société coopérative 'Laiterie de Gruyères',ChIJ_0aRQr2JjkcR7eU_lXkZr6M,0.0,0.0,46.579251,7.067779,,,La Maison du Gruyère, 1663 Pringy, Switzerland,coop
4348,"Rte d'Arconciel 3, 1733 Treyvaux, Switzerland",Coop Supermarché Treyvaux,ChIJGzE1WnpmjkcR5hYnima9_sc,4.1,99.0,46.727135,7.136703100000001,True,,Rte d'Arconciel 3, 1733 Treyvaux, Switzerland,coop
4352,"Place de la Gare 5, 1800 Vevey, Switzerland",Coop Pronto Vevey Gare,ChIJ0ci_UNKcjkcRS6jCMuQ9pv4,3.9,214.0,46.4630702,6.842788499999999,True,,Place de la Gare 5, 1800 Vevey, Switzerland,coop
4354,"Rue de la Gare 19, 1110 Morges, Switzerland",Migros Morges,ChIJMePTxhM3jEcRfzi8HFtHh7Y,4.1,796.0,46.5097147,6.494921199999999,True,,Rue de la Gare 19, 1110 Morges, Switzerland,migro
4355,"Av. de Chailly 9, 1012 Lausanne, Switzerland",Coop Supermarché Lausanne Chailly,ChIJn9ZAZEUujEcR1Ngv0d-5bdg,3.7,219.0,46.5258174,6.652076,True,,Av. de Chailly 9, 1012 Lausanne, Switzerland,coop
4356,"Rue des Fossés 4, 1110 Morges, Switzerland",Coop Supermarché Morges Charpentiers,ChIJ2bgGHxQ3jEcRhQx-NvD62Ng,4.0,766.0,46.51002219999999,6.4975782,True,,Rue des Fossés 4, 1110 Morges, Switzerland,coop
4357,"Rue de Carouge 64, 1205 Genève, Switzerland",Supermarché Migros Plainpalais,ChIJdxpTHdR6jEcRic21QYx-aXQ,4.1,848.0,46.1929611,6.142840899999999,True,,Rue de Carouge 64, 1205 Genève, Switzerland,migro
4358,"Rue de Carouge 12, 1205 Genève, Switzerland",Coop Supermarché City Genève Plainpalais Food,ChIJbeprz9R6jEcRytlL_p3DwAc,4.1,1230.0,46.1968841,6.1427974,True,,Rue de Carouge 12, 1205 Genève, Switzerland,coop
4362,"Rte de Pra Riond 1, 1635 La Tour-de-Trême, Switzerland",Coop Pronto avec station-service Bulle La Tour-de-Trême,ChIJA45KReeJjkcRFD_7M2PSTkE,4.1,233.0,46.6012248,7.074913899999999,True,,Rte de Pra Riond 1, 1635 La Tour-de-Trême, Switzerland,coop
4363,"Rue de l'Europe 82, 1630 Bulle, Switzerland",Migrol Service,ChIJI2t74mFijkcRGEcjUjfBChw,4.4,113.0,46.6233854,7.056397,True,,Rue de l'Europe 82, 1630 Bulle, Switzerland,migro
4365,"Rte de Pra Riond 4, 1635 La Tour-de-Trême, Switzerland",Migrol Service avec carburants Shell,ChIJ8UFtJOSJjkcRw6M677DmxPE,4.3,72.0,46.6007352,7.0751865,True,,Rte de Pra Riond 4, 1635 La Tour-de-Trême, Switzerland,migro
4366,"Grenzacherstrasse 124, 4058 Basel, Switzerland",Coop Supermarkt Basel Roche B11,ChIJTRrudkC5kUcR05Vv0yCEblk,4.5,6.0,47.5603887,7.6055804,True,,Grenzacherstrasse 124, 4058 Basel, Switzerland,coop
4368,"Grand-Rue 96A, 1627 Vaulruz, Switzerland",Denner Partner,ChIJf0ers69ijkcR7C7e9Osbb-c,4.2,209.0,46.6189377,6.9813892,True,,Grand-Rue 96A, 1627 Vaulruz, Switzerland,denner
4374,"Rte du Bugnon 2, 1726 Farvagny, Switzerland",Denner Partner,ChIJCwEAAPxkjkcRNUcWzSUfJGc,4.2,316.0,46.7231006,7.0689791,True,,Rte du Bugnon 2, 1726 Farvagny, Switzerland,denner
4376,"Rte de Fribourg 44, 1741 Cottens, Switzerland",Boulangerie Marchon et Favre Denner,ChIJS9KJrLB6jkcRp3GAYh7Qr9o,3.6,84.0,46.7529842,7.033039899999999,True,,Rte de Fribourg 44, 1741 Cottens, Switzerland,denner
4380,"Rte de Matran 9, 1754 Avry, Switzerland",Migros MMM Store,ChIJIRxucMRvjkcRXXyno6rJdwc,4.2,1183.0,46.7876479,7.0781119,True,,Rte de Matran 9, 1754 Avry, Switzerland,migro
4381,"Einkaufszentrum MMM, Rte de Matran 9, 1754 Avry, Switzerland",Denner Discount,ChIJGXzbbLlvjkcRLI9o42cY7aQ,3.4,13.0,46.78774199999999,7.078564999999999,True,,Einkaufszentrum MMM, Rte de Matran 9, 1754 Avry,denner
4384,"Rte de Matran 13/15, 1754 Avry, Switzerland",Migrol,ChIJLw5uqr5vjkcRt8ly1Yu17xE,4.1,131.0,46.786473,7.0792571,True,,Rte de Matran 13/15, 1754 Avry, Switzerland,migro
4387,"Rte du Bois 1, 1753 Matran, Switzerland",Coop Pronto avec station-service Matran Centre,ChIJQ1zqu5hvjkcR2wqr_4diDvw,3.9,272.0,46.7805313,7.087534,True,,Rte du Bois 1, 1753 Matran, Switzerland,coop
4392,"Rte de Lossy 16b, 1782 Belfaux, Switzerland",Migros,ChIJ2y8QMo9ujkcRByWc5dJwvjk,4.2,195.0,46.82281039999999,7.1086667,True,,Rte de Lossy 16b, 1782 Belfaux, Switzerland,migro
4393,"Rte de la Rosière 10, 1782 Belfaux, Switzerland",Denner Discount,ChIJF7jTGGRujkcR44TzvJOcPVg,4.1,144.0,46.82402099999999,7.0992165,True,,Rte de la Rosière 10, 1782 Belfaux, Switzerland,denner
4397,"Rte d'Amont 1, 1720 Corminboeuf, Switzerland",Volg,ChIJwfaTtxFvjkcRqYX6R0DDDZc,4.1,31.0,46.8115845,7.1058669,True,,Rte d'Amont 1, 1720 Corminboeuf, Switzerland,volg
4398,"Chem. de Bethléem 3-7, 1700 Fribourg, Switzerland",Denner Express,ChIJd42LkOlvjkcRmODjK9qQ77Y,4.6,28.0,46.8006962,7.1448705,True,,Chem. de Bethléem 3-7, 1700 Fribourg, Switzerland,denner
4400,"Rte des Loisirs 1, 1762 Givisiez, Switzerland",ALDI SUISSE,ChIJBWCBJsNujkcRrNQ0rSVnTZA,4.1,86.0,46.8080826,7.1287483,True,,Rte des Loisirs 1, 1762 Givisiez, Switzerland,aldi
4401,"Rte de la Gare 81, 1744 Chénens, Switzerland",Coopérative et Société agricole Chénens,ChIJk7e_nYx6jkcRGGbUdfkm1NU,4.4,81.0,46.74876159999999,7.0007362,True,,Rte de la Gare 81, 1744 Chénens, Switzerland,coop
4402,"Au Village 10, 1731 Ependes, Switzerland",Denner Partner,ChIJI4D9OANmjkcRlKf-anlGIm0,4.2,124.0,46.753944,7.1467912,True,,Au Village 10, 1731 Ependes, Switzerland,denner
4406,"Route du Bois, Centre Champs-Fleuri 11, 1753 Matran, Switzerland",Denner Discount,ChIJs0Z5xphvjkcR9lYwrcnda_0,4.2,87.0,46.7787427,7.09004,True,,Route du Bois, Centre Champs-Fleuri 11, 1753 Matran,denner
4407,"Bd de Pérolles 21A, 1700 Fribourg, Switzerland",Migros,ChIJByfV4CtpjkcR0l8er2F_coY,4.1,615.0,46.7997944,7.1523051,True,,Bd de Pérolles 21A, 1700 Fribourg, Switzerland,migro
4408,"Chem. de Bethléem 7, 1700 Fribourg, Switzerland",Migros Supermarkt,ChIJi0_Qi9RujkcR3Igmxy0zFdU,4.0,194.0,46.80060599999999,7.144437,True,,Chem. de Bethléem 7, 1700 Fribourg, Switzerland,migro
4411,"Rue du Criblet 4, 1700 Fribourg, Switzerland",Denner Express,ChIJXWkz1ThpjkcRyAa8nEXwQag,4.9,7.0,46.8046939,7.153721,True,,Rue du Criblet 4, 1700 Fribourg, Switzerland,denner
4414,"Bd de Pérolles 21a, 1700 Fribourg, Switzerland",Denner Discount,ChIJV4CIg4tpjkcRvJHJduamhUM,0.0,0.0,46.7997868,7.1523113,True,,Bd de Pérolles 21a, 1700 Fribourg, Switzerland,denner
4415,"Bd de Pérolles 7b, 1700 Fribourg, Switzerland",Aldi,ChIJ4YMgdSxpjkcRr4T6GAgEIMo,4.0,528.0,46.8010973,7.151016299999999,True,,Bd de Pérolles 7b, 1700 Fribourg, Switzerland,aldi
4416,"Av. de la Gare 22, 1700 Fribourg, Switzerland",Aldi,ChIJz79xmWJpjkcRaXyMmBA7n3s,4.2,107.0,46.8033829,7.1536227,True,,Av. de la Gare 22, 1700 Fribourg, Switzerland,aldi
4419,"Rte Sainte-Thérèse 2a, 1700 Fribourg, Switzerland",Supermarché Migros,ChIJn4mEtsxujkcRWJVonWqxvFY,4.1,379.0,46.8100858,7.1480117,True,,Rte Sainte-Thérèse 2a, 1700 Fribourg, Switzerland,migro
4420,"Bd de Pérolles 55, 1700 Fribourg, Switzerland",Denner,ChIJi1kLzSlpjkcRHuhdMGjKOpo,4.0,327.0,46.79663799999999,7.154647,True,,Bd de Pérolles 55, 1700 Fribourg, Switzerland,denner
4421,"Rte de Cité-des-Jardins 13A, 1700 Fribourg, Switzerland",Migros - Schoenberg,ChIJjSJR4T1pjkcRw1KYYDtyq6k,4.1,199.0,46.80913959999999,7.171329699999999,True,,Rte de Cité-des-Jardins 13A, 1700 Fribourg, Switzerland,migro
4423,"Imp. de la Colline 2, 1762 Givisiez, Switzerland",Migrol,ChIJoQDqDMZujkcRtsakqBVOQQU,4.4,48.0,46.8120507,7.1369232,True,,Imp. de la Colline 2, 1762 Givisiez, Switzerland,migro
4424,"Rte d'Agy 1, 1763 Granges-Paccot, Switzerland",Coop Supermarché Granges-Paccot,ChIJaQRKpExpjkcRv_SH8sRtQjs,4.1,534.0,46.8204615,7.1530887,True,,Rte d'Agy 1, 1763 Granges-Paccot, Switzerland,coop
