,Unnamed: 0,formatted_address,name,place_id,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,opening_hours.open_now,permanently_closed,Street,commune,country,store_name,brand
635,1822,"Wengistrasse 7, 8004 Zürich, Switzerland",Migros Supermarkt,ChIJ3_pzcxkKkEcRcqDQcszcT6Y,4.2,495.0,47.374944,8.523068,True,,Wengistrasse 7,Zürich, Switzerland,migro,Migros
636,1826,"Badenerstrasse 120, 8004 Zürich, Switzerland",Coop Pronto Shop Zürich Badenerstrasse 120,ChIJe49XbxkKkEcRUeDMJLBF5V4,3.9,43.0,47.374424,8.5237379,True,,Badenerstrasse 120,Zürich, Switzerland,coop,Coop Pronto Shop Zürich Badenerstrasse 120
637,1831,"Industrie Neuhof 80, 3422 Kirchberg, Switzerland",ALDI SUISSE,ChIJvZA6tpIujkcR5Y3AUftJ-Ls,4.2,471.0,47.100257,7.5694012,True,,Industrie Neuhof 80,Kirchberg, Switzerland,aldi,ALDI SUISSE
638,1832,"Bahnhofstrasse 5, 3312 Fraubrunnen, Switzerland",Coop Supermarkt Fraubrunnen,ChIJS6KVaHUvjkcRa2umi5Dnyfo,4.0,131.0,47.0852025,7.523636900000001,True,,Bahnhofstrasse 5,Fraubrunnen, Switzerland,coop,Coop Supermarkt Fraubrunnen
639,1833,"Unterdorfstrasse 7, 3427 Utzenstorf, Switzerland",Coop Supermarkt Utzenstorf,ChIJk--u4NkojkcRtlOc9BeYcq4,4.2,200.0,47.1316853,7.5567083,True,,Unterdorfstrasse 7,Utzenstorf, Switzerland,coop,Coop Supermarkt Utzenstorf
640,1835,"Hauptstrasse 29, 3427 Utzenstorf, Switzerland",Migros Supermarkt,ChIJZSPlUdYojkcRTzO1-V9N-tE,4.2,186.0,47.12849509999999,7.5587024,True,,Hauptstrasse 29,Utzenstorf, Switzerland,migro,Migros
641,1836,"Solothurnstrasse 17a, 3422 Kirchberg, Switzerland",Migros Supermarkt,ChIJJzG6y4gujkcR4_kI_sVOYZw,4.4,474.0,47.0887436,7.5811429,True,,Solothurnstrasse 17a,Kirchberg, Switzerland,migro,Migros
642,1837,"Zürichstrasse 3, 3422 Kirchberg, Switzerland",Coop Supermarkt Kirchberg,ChIJP2gFdI8ujkcR5pAtiR2Zo-w,4.1,373.0,47.0876658,7.584002700000001,True,,Zürichstrasse 3,Kirchberg, Switzerland,coop,Coop Supermarkt Kirchberg
643,1842,"Zürichstrasse 3, 3422 Kirchberg, Switzerland",Coop Genossenschaft,ChIJtwQQdI8ujkcRcTekfMAIXQo,4.7,3.0,47.0874457,7.5841955,,,Zürichstrasse 3,Kirchberg, Switzerland,coop,Coop Genossenschaft
644,1844,"Sägegasse 14, 3400 Burgdorf, Switzerland",Coop Supermarkt Burgdorf Schützenmatte,ChIJMUCRsJgtjkcRvy3ty7QtnK4,4.2,521.0,47.057239,7.629419999999999,True,,Sägegasse 14,Burgdorf, Switzerland,coop,Coop Supermarkt Burgdorf Schützenmatte
645,1851,"Sandstrasse 8, 3322 Urtenen-Schönbühl, Switzerland",Coop Supermarket,ChIJ7UDDQ28wjkcRw3aIQWUcNws,4.3,598.0,47.0183452,7.5013595,True,,Sandstrasse 8,Urtenen-Schönbühl, Switzerland,coop,Coop Supermarket
646,1852,"Bernstrasse 14, 3053 Münchenbuchsee, Switzerland",Migros Supermarkt,ChIJ9R7hO_A6jkcRwcgju5u3k5M,4.3,288.0,47.0198641,7.451156999999999,True,,Bernstrasse 14,Münchenbuchsee, Switzerland,migro,Migros
647,1855,"Progressastrasse 35, 3414 Oberburg, Switzerland",Coop Supermarkt Oberburg,ChIJT0fOy38yjkcRDemarVI1fUo,4.1,162.0,47.0367608,7.6305111,True,,Progressastrasse 35,Oberburg, Switzerland,coop,Coop Supermarkt Oberburg
648,1856,"Kirchbergstrasse 235, 3400 Burgdorf, Switzerland",migrolino Burgdorf,ChIJUyXGYtotjkcR-GbfeQZ7gdg,4.1,89.0,47.0686148,7.600664399999999,True,,Kirchbergstrasse 235,Burgdorf, Switzerland,migro,migrolino Burgdorf
649,1858,"Emmenau 3, 3415 Hasle bei Burgdorf, Switzerland",Migros Supermarkt,ChIJ1Wr1IcYyjkcRlhJFbyeYP0c,4.3,425.0,47.013465,7.659514,True,,Emmenau 3,Hasle bei Burgdorf, Switzerland,migro,Migros
650,1860,"Rüegsaustrasse 26, 3415 Rüegsau, Switzerland",Coop Supermarkt Hasle Rüegsau,ChIJJ9iEPbgyjkcRBGa8a67MSIM,4.2,199.0,47.0180296,7.660355099999999,True,,Rüegsaustrasse 26,Rüegsau, Switzerland,coop,Coop Supermarkt Hasle Rüegsau
651,1863,"Ziegelgutstrasse 16, 3414 Oberburg, Switzerland",ALDI SUISSE,ChIJoSHkoYgyjkcRrB8b8M08RD4,4.0,532.0,47.0280436,7.633563499999999,True,,Ziegelgutstrasse 16,Oberburg, Switzerland,aldi,ALDI SUISSE
652,1864,"Dorfstrasse 29, 3432 Lützelflüh, Switzerland",Coop Supermarkt Lützelflüh,ChIJg6RR1STNj0cRHqJ6BZqDRQ8,4.3,145.0,47.0053489,7.6844625,True,,Dorfstrasse 29,Lützelflüh, Switzerland,coop,Coop Supermarkt Lützelflüh
653,1866,"Emmentalstrasse 166, 3414 Oberburg, Switzerland",migrolino Oberburg,ChIJb8aw34YyjkcRxDTN1l4KH2g,4.3,98.0,47.0324439,7.632626399999999,True,,Emmentalstrasse 166,Oberburg, Switzerland,migro,migrolino Oberburg
654,1867,"Bahnhofstrasse 44, 3400 Burgdorf, Switzerland",Coop Supermarkt Burgdorf Take it,ChIJAS53vqItjkcRAkrbKJdXzSI,5.0,3.0,47.0606194,7.620771999999999,True,,Bahnhofstrasse 44,Burgdorf, Switzerland,coop,Coop Supermarkt Burgdorf Take it
655,1870,"Bahnhofstrasse 7, 3400 Burgdorf, Switzerland",Coop Supermarkt Burgdorf Stadt,ChIJMUCRsJgtjkcRa8BRJRU6B08,4.0,327.0,47.05906290000001,7.622882799999999,True,,Bahnhofstrasse 7,Burgdorf, Switzerland,coop,Coop Supermarkt Burgdorf Stadt
656,1871,"Lyssachstrasse 27, 3400 Burgdorf, Switzerland",Migros Supermarkt,ChIJg7G3mr0tjkcR0CStmpOH2Us,4.4,494.0,47.0590812,7.6210778,True,,Lyssachstrasse 27,Burgdorf, Switzerland,migro,Migros
657,1872,"Lyssachstrasse 23, 3400 Burgdorf, Switzerland",Lidl Schweiz,ChIJ163SWJQtjkcRhVS5lVTLTEk,4.1,131.0,47.0588871,7.621827599999999,True,,Lyssachstrasse 23,Burgdorf, Switzerland,lidl,Lidl Schweiz
658,1876,"Bahnhofstrasse 44, 3400 Burgdorf, Switzerland",Coop Supermarkt Burgdorf Bahnhof,ChIJ4_wssr0tjkcRptmMf1MhMQ8,4.3,149.0,47.0605858,7.6222053,True,,Bahnhofstrasse 44,Burgdorf, Switzerland,coop,Coop Supermarkt Burgdorf Bahnhof
659,1877,"Hauptstrasse 19, 4542 Luterbach, Switzerland",Coop Supermarkt Luterbach,ChIJVVVVVTTWkUcRbtqC2QzJLEo,3.9,182.0,47.2160111,7.5870968,True,,Hauptstrasse 19,Luterbach, Switzerland,coop,Coop Supermarkt Luterbach
660,1882,"Industriestrasse 10, 3321 Urtenen-Schönbühl, Switzerland",Migros Supermarkt,ChIJb-z7wnowjkcRNa27TAxvSpQ,4.5,843.0,47.0168401,7.491994099999999,True,,Industriestrasse 10,Urtenen-Schönbühl, Switzerland,migro,Migros
661,1883,"Zentrumspl. 12, 3322 Urtenen-Schönbühl, Switzerland",Coop Supermarkt Schönbühl Dorf,ChIJB-sfSm4wjkcR_sbHj6hiKvE,4.1,130.0,47.02041870000001,7.4980361,True,,Zentrumspl. 12,Urtenen-Schönbühl, Switzerland,coop,Coop Supermarkt Schönbühl Dorf
662,1887,"Sandstrasse, 3322 Urtenen-Schönbühl, Switzerland",Coop,ChIJCSEeq2gwjkcRxSpVpLxrHc0,0.0,0.0,47.01771000000001,7.501665300000001,,,Sandstrasse,Urtenen-Schönbühl, Switzerland,coop,Coop
663,1888,"Dorfstrasse 27, 3324 Hindelbank, Switzerland",Migrol Tankstelle,ChIJK_sJ_SoujkcRMM7xzmV0_DY,4.4,13.0,47.0464211,7.5410844,True,,Dorfstrasse 27,Hindelbank, Switzerland,migro,Migrol Tankstelle
664,1890,"Hauptstrasse 44, 4562 Biberist, Switzerland",Coop Supermarkt Biberist,ChIJy71lhjcojkcRHaZ98_UwIB4,4.3,770.0,47.1817893,7.563162299999998,True,,Hauptstrasse 44,Biberist, Switzerland,coop,Coop Supermarkt Biberist
665,1906,"Friedhofstrasse 1, 4563 Gerlafingen, Switzerland",Migros Supermarkt,ChIJSauL5rIpjkcR7hna9iD5Um0,4.1,250.0,47.1710821,7.5742067,True,,Friedhofstrasse 1,Gerlafingen, Switzerland,migro,Migros
666,1914,"Bernstrasse 50, 3422 Rüdtligen-Alchenflüh, Switzerland",Coop Pronto Shop mit Tankstelle Alchenflüh Lyssach Center,ChIJTbnvEGEujkcRLWt8W1qfS9Y,4.2,153.0,47.077893,7.574497999999999,True,,Bernstrasse 50,Rüdtligen-Alchenflüh, Switzerland,coop,Coop Pronto Shop mit Tankstelle Alchenflüh Lyssach Center
667,1920,"Emmentalstrasse 124, 3414 Oberburg, Switzerland",Coop Pronto Shop mit Tankstelle Oberburg,ChIJVd8kn4AyjkcRIfrwkgO4WgY,4.1,185.0,47.0343536,7.631001299999999,True,,Emmentalstrasse 124,Oberburg, Switzerland,coop,Coop Pronto Shop mit Tankstelle Oberburg
668,1922,"Emmentalstrasse 166, 3414 Oberburg, Switzerland",Migrol Service,ChIJGcX02IYyjkcRWi7K-kb4PmE,4.5,61.0,47.032497,7.632644000000001,True,,Emmentalstrasse 166,Oberburg, Switzerland,migro,Migrol Service
669,1929,"Bahnhofstrasse 8, 4563 Gerlafingen, Switzerland",ALDI SUISSE,ChIJUdxAT4gpjkcRsBpGri04sow,4.3,383.0,47.1711701,7.567474900000001,True,,Bahnhofstrasse 8,Gerlafingen, Switzerland,aldi,ALDI SUISSE
670,1940,"Rue de la Gare 7, 2605 Sonceboz-Sombeval, Switzerland",Coop Supermarché Sonceboz,ChIJBWJqihcdjkcRpS3iwtVnYyg,3.9,170.0,47.1951084,7.1779292,False,,Rue de la Gare 7,Sonceboz-Sombeval, Switzerland,coop,Coop Supermarché Sonceboz
671,1943,"Rue Haute 11, 2720 Tramelan, Switzerland",Coop Supermarché Tramelan,ChIJa8E_6HACjkcR8tln_eOXg3w,3.7,159.0,47.22356629999999,7.0990283,True,,Rue Haute 11,Tramelan, Switzerland,coop,Coop Supermarché Tramelan
672,1946,"Rue du Bruye 50, 2732 Reconvilier, Switzerland",Coop Supermarché Reconvilier,ChIJRXHNwnzikUcRFcXf3hHvaMU,4.0,435.0,47.2307277,7.212424099999999,True,,Rue du Bruye 50,Reconvilier, Switzerland,coop,Coop Supermarché Reconvilier
673,1948,"Rue Albert-Gobat 1, 2720 Tramelan, Switzerland",Supermarché Migros,ChIJ5-O5vnACjkcRoBaoFAaLMF8,4.1,110.0,47.22339170000001,7.0997327,True,,Rue Albert-Gobat 1,Tramelan, Switzerland,migro,Migros
674,1950,"Pleine-Eau 5, 2710 Tavannes, Switzerland",ALDI SUISSE,ChIJ75Ha0XodjkcRgkjccEayCLM,4.0,533.0,47.2156835,7.192976799999999,True,,Pleine-Eau 5,Tavannes, Switzerland,aldi,ALDI SUISSE
675,1951,"Rte de Pierre Pertuis 11, 2710 Tavannes, Switzerland",Supermarché Migros,ChIJaZSFXXwdjkcR8YPue9RD61Q,4.1,352.0,47.2192623,7.197643200000001,True,,Rte de Pierre Pertuis 11,Tavannes, Switzerland,migro,Migros
676,1952,"Rue de la Rauracie 21, 2340 Le Noirmont, Switzerland",Coop Supermarché Noirmont,ChIJjzyhw-7_jUcR0Nmz2tUFueU,4.0,113.0,47.223441,6.956062299999999,True,,Rue de la Rauracie 21,Le Noirmont, Switzerland,coop,Coop Supermarché Noirmont
677,1953,"Rue des Rangiers 4, 2350 Saignelégier, Switzerland",Coop Supermarché Saignelégier,ChIJHUDU75T_kUcR6_8isdJMUb8,4.1,272.0,47.25697659999999,6.999777799999999,True,,Rue des Rangiers 4,Saignelégier, Switzerland,coop,Coop Supermarché Saignelégier
678,1958,"Pl. du Seize-Mars 1, 2610 Saint-Imier, Switzerland",Coop Supermarché Saint-Imier,ChIJuzlaaioHjkcRsIA11iqmowI,4.0,392.0,47.1535141,6.999858100000001,True,,Pl. du Seize-Mars 1,Saint-Imier, Switzerland,coop,Coop Supermarché Saint-Imier
679,1960,"Rue de la Gare 24, 2345 Les Breuleux, Switzerland",Coop Supermarché Les Breuleux,ChIJ5SYKUE8AjkcRiVWGllxJHXA,4.2,87.0,47.2096184,6.999917600000001,True,,Rue de la Gare 24,Les Breuleux, Switzerland,coop,Coop Supermarché Les Breuleux
680,1961,"Rue Baptiste-Savoye 62, 2610 Saint-Imier, Switzerland",Supermarché Migros,ChIJ5Ucosy4HjkcRTJvvSMEFnWk,3.9,213.0,47.151526,6.995280999999999,True,,Rue Baptiste-Savoye 62,Saint-Imier, Switzerland,migro,Migros
681,1976,"Rue de la Gruère 23, 2350 Saignelégier, Switzerland",Supermarché Migros,ChIJLfuh0Or_kUcRy-9fd5fZ44Q,4.1,187.0,47.25443,7.000641,True,,Rue de la Gruère 23,Saignelégier, Switzerland,migro,Migros
682,1980,"Grand-Rue 64, 2732 Reconvilier, Switzerland",Lidl,ChIJJ74BcmzikUcRXcWpI98HQsw,4.2,440.0,47.2347853,7.2290907,True,,Grand-Rue 64,Reconvilier, Switzerland,lidl,Lidl
683,1992,"Av. Robert 12, 2052 Fontainemelon, Switzerland",Coop Supermarché Fontainemelon,ChIJUajk4eTijUcR6YTkoM7sQYw,4.2,462.0,47.0575041,6.893303,True,,Av. Robert 12,Fontainemelon, Switzerland,coop,Coop Supermarché Fontainemelon
684,1995,"Rue de la Charrière 71, 2300 La Chaux-de-Fonds, Switzerland",Migros Supermarkt,ChIJ42AG9bL7jUcRB3fwvm6xY6s,4.4,47.0,47.1120758,6.8346939,True,,Rue de la Charrière 71,La Chaux-de-Fonds, Switzerland,migro,Migros
685,1997,"Rue du Ravin 4, 2300 La Chaux-de-Fonds, Switzerland",Coop Supermarché La Chaux-de-Fonds Bel-Air,ChIJG8ng5mr7jUcRWlWnB7G-jDY,4.2,222.0,47.1105904,6.828929599999999,True,,Rue du Ravin 4,La Chaux-de-Fonds, Switzerland,coop,Coop Supermarché La Chaux-de-Fonds Bel-Air
686,2000,"Rouges-Terres 22-24, 2068 Hauterive, Switzerland",migrolino,ChIJhyItcXAJjkcRdR9NXgOKhh4,4.3,56.0,47.011909,6.9759823,True,,Rouges-Terres 22-24,Hauterive, Switzerland,migro,migrolino
687,2002,"Rte de la Belle-Croix 18, 1680 Romont, Switzerland",Coop Supermarché Romont,ChIJlS8GGbV-jkcRKQ-h69IF-r4,4.2,585.0,46.6928806,6.9138411,True,,Rte de la Belle-Croix 18,Romont, Switzerland,coop,Coop Supermarché Romont
688,2003,"Rte de la Gare 7, 1680 Romont, Switzerland",Migros,ChIJ5TH3OzRljEcRQrLQMuMBcXY,4.0,264.0,46.6932063,6.912556899999999,True,,Rte de la Gare 7,Romont, Switzerland,migro,Migros
689,2004,"Rte de l'Industrie 7, 1680 Romont, Switzerland",ALDI,ChIJKfcppMl-jkcRIe1ns9oXrrc,4.1,508.0,46.6873745,6.9082877,True,,Rte de l'Industrie 7,Romont, Switzerland,aldi,ALDI
690,2014,"LES EPLATURES, Av. Charles-Naine 44, 2300 La Chaux-de-Fonds, Switzerland",Migros Supermarkt,ChIJHdaE5i37jUcRNtLwj0V-XvM,4.1,515.0,47.0896919,6.8027446,True,,LES EPLATURES,La Chaux-de-Fonds, 2300 La Chaux-de-Fonds,migro,Migros
691,2023,"Rue Comble Emine 5, 2053 Cernier, Switzerland",Migros Supermarkt,ChIJtQPTge7ijUcR0PH6pXhp2iA,4.2,371.0,47.0581573,6.9020986,True,,Rue Comble Emine 5,Cernier, Switzerland,migro,Migros
692,2028,"Rue Principale 3, 2735 Malleray-Bévilard, Switzerland",Coop Supermarché Bévilard-Malleray,ChIJ9WqW05ThkUcRCG9_9tTTtyQ,4.0,171.0,47.2379137,7.278099600000001,True,,Rue Principale 3,Malleray-Bévilard, Switzerland,coop,Coop Supermarché Bévilard-Malleray
693,2029,"Gampelengasse 1, 3232 Ins, Switzerland",Coop Supermarkt Ins,ChIJbQ4vEx0OjkcR9tkVwxZasCw,4.3,371.0,47.00549789999999,7.1034044,True,,Gampelengasse 1,Ins, Switzerland,coop,Coop Supermarkt Ins
694,2031,"Moosgasse 7, 3232 Ins, Switzerland",VOI Migros-Partner Ins,ChIJo6GR0eIRjkcR30iIMdSuerU,4.2,223.0,47.0040743,7.1070357,True,,Moosgasse 7,Ins, Switzerland,migro,Migros
695,2033,"Kasparstrasse 7, 3027 Bern, Switzerland",Coop Supermarkt Bern Bethlehem,ChIJh8AJMDw5jkcRjhg-do37zwA,4.3,162.0,46.9507132,7.3921703,True,,Kasparstrasse 7,Bern, Switzerland,coop,Coop Supermarkt Bern Bethlehem
696,2036,"Bernstrasse 7, 3238 Gals, Switzerland",ALDI SUISSE,ChIJL7vc3-sOjkcR2mTCPZamrrk,3.9,667.0,47.0214754,7.0433352,False,,Bernstrasse 7,Gals, Switzerland,aldi,ALDI SUISSE
697,2038,"Hauptstrasse 87, 2563 Ipsach, Switzerland",migrolino Ipsach,ChIJUx65GTwZjkcRfZDlRLSlB5o,4.2,66.0,47.1085625,7.226127099999998,True,,Hauptstrasse 87,Ipsach, Switzerland,migro,migrolino Ipsach
698,2039,"Zürcherstrasse 205, 9014 St. Gallen, Switzerland",migrolino St. Gallen Erlach,ChIJv0NsSSbgmkcR9b0wirpo4vQ,4.3,53.0,47.4118108,9.3361181,True,,Zürcherstrasse 205,St. Gallen, Switzerland,migro,migrolino St. Gallen Erlach
699,2041,"Rue du Lac 26, 2525 Le Landeron, Switzerland",Coop Supermarché Le Landeron rue du Lac,ChIJ4T_cMnUPjkcRI5Oi77Km2Yw,4.2,295.0,47.0547189,7.068110300000001,True,,Rue du Lac 26,Le Landeron, Switzerland,coop,Coop Supermarché Le Landeron rue du Lac
700,2042,"Rte de Neuchâtel 40, 2525 Le Landeron, Switzerland",Migros Supermarkt,ChIJLSFnv3IPjkcRd52-_nitX4Y,4.0,317.0,47.0563422,7.0608542,True,,Rte de Neuchâtel 40,Le Landeron, Switzerland,migro,Migros
701,2046,"Schulgasse 4, 2560 Nidau, Switzerland",Coop Supermarkt Nidau,ChIJ7ZriJV0ZjkcRWz_AluYVr4Q,4.0,253.0,47.1247503,7.239809999999999,True,,Schulgasse 4,Nidau, Switzerland,coop,Coop Supermarkt Nidau
702,2050,"Bernstrasse 11, 3238 Gals, Switzerland",Coop Pronto Shop mit Tankstelle Gals,ChIJfRymAOsOjkcRDYkEeQa4wL4,4.2,320.0,47.0202095,7.0419196,True,,Bernstrasse 11,Gals, Switzerland,coop,Coop Pronto Shop mit Tankstelle Gals
703,2051,"Via Val Gersa 4, 6900 Massagno, Switzerland",ALDI SUISSE,ChIJ0Z8f-XAzhEcRBImzaXnSfwc,4.3,83.0,46.01508,8.9409035,True,,Via Val Gersa 4,Massagno, Switzerland,aldi,ALDI SUISSE
704,2053,"Rue Saint-Martin 3/5, 1000 Lausanne, Switzerland",ALDI,ChIJEfE7ATQujEcR9a3grdltbMg,3.9,988.0,46.5215877,6.6365645,True,,Rue Saint-Martin 3/5,Lausanne, Switzerland,aldi,ALDI
705,2055,"Rte des Perveuils 2, 2074 Marin-Epagnier, Switzerland",migrolino,ChIJP9Tt-0wJjkcR00CH-OC8x0U,4.1,105.0,47.0128382,7.0085364,True,,Rte des Perveuils 2,Marin-Epagnier, Switzerland,migro,migrolino
706,2056,"Av. des Collonges 12, 2520 La Neuveville, Switzerland",Coop Supermarché La Neuveville,ChIJqa3ws_IPjkcRTLnMjlAh8jg,3.8,231.0,47.0637427,7.0965872,True,,Av. des Collonges 12,La Neuveville, Switzerland,coop,Coop Supermarché La Neuveville
707,2058,"Chem. des Vergers 20, 2520 La Neuveville, Switzerland",Migros Supermarkt,ChIJU7IblJEPjkcRcV3tEmSFAgM,3.9,168.0,47.0618707,7.088634900000001,True,,Chem. des Vergers 20,La Neuveville, Switzerland,migro,Migros
708,2059,"Rue de la Fleur-de-Lys 26, 2074 Marin-Epagnier, Switzerland",Migros Supermarché,ChIJ9zZStU0JjkcRljKG0C1RW5I,4.3,812.0,47.011913,7.007772,True,,Rue de la Fleur-de-Lys 26,Marin-Epagnier, Switzerland,migro,Migros
709,2060,"Fin de Mossard 3, 1796 Gurwolf, Switzerland",Lidl,ChIJOza_5E5tjkcRR2JNOuRz74Y,4.1,441.0,46.9168836,7.106434399999999,True,,Fin de Mossard 3,Gurwolf, Switzerland,lidl,Lidl
710,2064,"Bubenbergstrasse 1, 3280 Murten, Switzerland",Coop Supermarkt Murten Stedtli,ChIJabUp2sUSjkcR3woB3JYMnRQ,4.0,471.0,46.9268898,7.1150523,True,,Bubenbergstrasse 1,Murten, Switzerland,coop,Coop Supermarkt Murten Stedtli
711,2071,"Rte du Péage 31a, 1786 Mont-Vully, Switzerland",migrolino,ChIJE2WrwZkAkEcR7-nkqDXziRw,4.3,161.0,46.9666148,7.123884800000001,True,,Rte du Péage 31a,Mont-Vully, Switzerland,migro,migrolino
712,2078,"Löwenberg 54, 3280 Murten, Switzerland",Coop Supermarkt Murten Löwenberg K.,ChIJAQhYlHYTjkcRV1-o84hJczc,4.5,243.0,46.9377548,7.1433054,True,,Löwenberg 54,Murten, Switzerland,coop,Coop Supermarkt Murten Löwenberg K.
713,2079,"Brünnenstrasse 118, 3018 Bern, Switzerland",Coop Supermarkt Bern Bümpliz,ChIJlWd_iyE5jkcRMVi8P_xcJLk,4.3,619.0,46.94147419999999,7.3915788,True,,Brünnenstrasse 118,Bern, Switzerland,coop,Coop Supermarkt Bern Bümpliz
714,2087,"Holzackerstrasse 2, 4562 Biberist, Switzerland",Lidl Schweiz,ChIJyTxocz0ojkcRLJmH2n6IpQI,4.0,583.0,47.19037609999999,7.552172199999999,True,,Holzackerstrasse 2,Biberist, Switzerland,lidl,Lidl Schweiz
715,2091,"Bielstrasse 21, 3053 Münchenbuchsee, Switzerland",Coop Pronto Shop mit Tankstelle Münchenbuchsee,ChIJfXa6W-E6jkcRk3eHtfvHK0M,4.1,162.0,47.0265042,7.443771099999999,True,,Bielstrasse 21,Münchenbuchsee, Switzerland,coop,Coop Pronto Shop mit Tankstelle Münchenbuchsee
716,2105,"3322 Urtenen-Schönbühl, Switzerland",Coop Outlet,ChIJ4Vgu9G8xjkcRQMAmkEEPqaY,4.2,163.0,47.0180912,7.501073300000001,False,,3322 Urtenen-Schönbühl,erland,,coop,Coop Outlet
717,2106,"Sandstrasse 8, 3322 Urtenen-Schönbühl, Switzerland",Coop Pronto Shop mit Tankstelle Urtenen-Schönbühl,ChIJB-sfSm4wjkcRxPa3Jp7HqCE,4.4,147.0,47.0177416,7.501706199999999,True,,Sandstrasse 8,Urtenen-Schönbühl, Switzerland,coop,Coop Pronto Shop mit Tankstelle Urtenen-Schönbühl
718,2108,"Industriestrasse 10, 3321, 3302 Urtenen-Schönbühl, Switzerland",Migros Take Away,ChIJjabP5HowjkcR1iONDiC2Kk0,3.8,45.0,47.0168824,7.492864099999999,True,,Industriestrasse 10,Urtenen-Schönbühl, 3302 Urtenen-Schönbühl,migro,Migros
719,2112,"Industriestrasse 10, 3321 Urtenen-Schönbühl, Switzerland",Migros Florissimo,ChIJT0UIqekxjkcRY6Fux8BvXnc,5.0,1.0,47.0170313,7.4927271,True,,Industriestrasse 10,Urtenen-Schönbühl, Switzerland,migro,Migros
721,2124,"Hauptstrasse 60-62, 4528 Zuchwil, Switzerland",Migros Supermarkt,ChIJI9n1it7XkUcRAeLrkYK7aqE,4.2,366.0,47.203481,7.56039,True,,Hauptstrasse 60-62,Zuchwil, Switzerland,migro,Migros
722,2125,"Hauptstrasse 21, 4562 Biberist, Switzerland",Migros Supermarkt,ChIJ81LDtzkojkcRdQilEXiR0Kk,4.3,359.0,47.183104,7.561767,True,,Hauptstrasse 21,Biberist, Switzerland,migro,Migros
723,2128,"Hauptstrasse 54, 4528 Zuchwil, Switzerland",Coop Supermarkt Zuchwil,ChIJs_woQ97XkUcRKvMJYItL9Ss,4.0,413.0,47.20312939999999,7.5588472,True,,Hauptstrasse 54,Zuchwil, Switzerland,coop,Coop Supermarkt Zuchwil
724,2129,"Bellacherstrasse 4, 4513 Langendorf, Switzerland",ALDI SUISSE,ChIJJ9eqFhPYkUcRJ0kXs06Qu20,4.1,343.0,47.2163627,7.513241299999999,True,,Bellacherstrasse 4,Langendorf, Switzerland,aldi,ALDI SUISSE
725,2132,"Herbergstrasse 12, 9524 Zuzwil, Switzerland",Coop Supermarkt Zuzwil Herbergmarkt,ChIJ_U8K1SnpmkcRcb3a2PJDCDQ,4.3,224.0,47.4732153,9.1127478,True,,Herbergstrasse 12,Zuzwil, Switzerland,coop,Coop Supermarkt Zuzwil Herbergmarkt
726,2133,"Herbergstrasse 17, 9524 Zuzwil, Switzerland",Migros Supermarkt,ChIJ7e7X3dfomkcRTS0Sc5JROAs,4.3,196.0,47.4719171,9.1127377,True,,Herbergstrasse 17,Zuzwil, Switzerland,migro,Migros
727,2134,"Riedbachstrasse 10, 3027 Bern, Switzerland",Migros Supermarket,ChIJxScZWyw5jkcRlFuquFaPbOo,4.2,458.0,46.94754750000001,7.3833735,True,,Riedbachstrasse 10,Bern, Switzerland,migro,Migros
728,2135,"Seftigenstrasse 310, 3084 Wabern bei Bern, Switzerland",ALDI SUISSE,ChIJC9fLOyk4jkcR53HRID7yHRg,4.1,367.0,46.9262226,7.454987200000001,True,,Seftigenstrasse 310,Wabern bei Bern, Switzerland,aldi,ALDI SUISSE
729,2136,"Landstrasse 3, 3715 Adelboden, Switzerland",Coop Supermarkt Adelboden,ChIJF5D84CMCj0cRC8R7Ukne2TE,4.2,335.0,46.49328449999999,7.5606994,True,,Landstrasse 3,Adelboden, Switzerland,coop,Coop Supermarkt Adelboden
730,2149,"Bahnhofstrasse 274, 3718 Kandersteg, Switzerland",Coop Supermarkt Kandersteg,ChIJub_JBH4Gj0cRXGNl7vabhBI,4.2,246.0,46.49477719999999,7.673585600000001,True,,Bahnhofstrasse 274,Kandersteg, Switzerland,coop,Coop Supermarkt Kandersteg
731,2150,"Kronenpl. 6, 3775 Lenk, Switzerland",Coop Supermarkt Lenk,ChIJRb0wEJD8jkcRS0jO1Hcgdgs,4.2,384.0,46.456252,7.4423377,True,,Kronenpl. 6,Lenk, Switzerland,coop,Coop Supermarkt Lenk
732,2151,"Bälliz 2, 3714 Frutigen, Switzerland",Coop Supermarkt Frutigen,ChIJdeDHCh-qj0cRDG4zke-8ug4,4.3,347.0,46.5874661,7.6470381,True,,Bälliz 2,Frutigen, Switzerland,coop,Coop Supermarkt Frutigen
733,2153,"Kanderstegstrasse 31, 3714 Frutigen, Switzerland",Migros Supermarkt,ChIJRVVTaB6qj0cRhPahMdzaGEE,4.3,277.0,46.5856473,7.6483299,True,,Kanderstegstrasse 31,Frutigen, Switzerland,migro,Migros
734,2155,"Kantonsstrasse, 3954 Leukerbad, Switzerland",Migros Supermarkt,ChIJJ-C83wkbj0cRoOxZ60lwKhU,4.2,530.0,46.378972,7.626352300000001,True,,Kantonsstrasse,Leukerbad, Switzerland,migro,Migros
