,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,opening_hours,operator,shop,wheelchair,geometry,bus,highway,public_transport,addr:city,addr:country,addr:postcode,addr:street,toilets:wheelchair,addr:suburb,contact:phone,nodes,building,addr:housename,addr:housenumber,branch,phone,alt_name,website,check_date:opening_hours,organic,source,wheelchair:description,level,opening_hours:covid19,post_box:location,payment:twint,kids_area,internet_access,internet_access:fee,description,emergency,emergency:phone,building:levels,delivery:covid19,indoor,room,source:opening_hours,takeaway,addr:place,check_date,entrance,start_date,amenity,capacity,fee,parking,access,operator:wikidata,name:en,layer,building:material,payment:cash,payment:credit_cards,payment:debit_cards,roof:colour,building:roof,payment:postfinance_card,surface,capacity:disabled,maxstay,roof:shape,roof:levels,park_ride,supervised,wikidata,lit,disused:shop,fixme,operator:type,payment:contactless,toilets,payment:coins,payment:notes,payment:telephone_cards,landuse,toilets:access,name:it,payment:maestro,smoking
146,way/42855908,42855908,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,yes,"POLYGON ((8.4364425 47.3542825, 8.4366566 47.354361, 8.4366641 47.3543517, 8.4367196 47.3543721, 8.4367154 47.3543773, 8.436748 47.3543893, 8.4367447 47.3543934, 8.4368504 47.3544322, 8.4369519 47.3543052, 8.4369282 47.3542965, 8.436959 47.3542579, 8.4365749 47.3541169, 8.4364425 47.3542825))",,,,Birmensdorf (ZH),CH,8903,Zürcherstrasse,,,,"[536387995, 7621750439, 7621750438, 7621750435, 7621750436, 7621750437, 7621750440, 536387998, 536387997, 7621750441, 537524452, 536387996, 536387995]",apartments,,15,Birmensdorf ZH,,Migros Birmensdorf,https://filialen.migros.ch/de/migros-supermarkt-birmensdorf,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,way/50212140,50212140,way,Migros,Q680727,en:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,"POLYGON ((8.5760675 47.3380063, 8.5763338 47.3378394, 8.5761429 47.3376995, 8.5760892 47.3377332, 8.5759676 47.3376442, 8.5759042 47.3376839, 8.5758939 47.3376764, 8.575864 47.3376951, 8.5758933 47.3377165, 8.5758002 47.3377749, 8.5757709 47.3377535, 8.5757447 47.3377699, 8.5760675 47.3380063))",,,,Zollikon,CH,8702,Rotfluhstrasse,,,,"[638293476, 638293478, 638293477, 638294405, 638293475, 5848018193, 638294403, 1499946871, 1499946870, 1499946869, 1499946872, 638293474, 638293476]",yes,,100,Zollikon Dorf,,Migros Zollikon,https://filialen.migros.ch/de/migros-supermarkt-zollikon-dorf,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,way/59263474,59263474,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((8.7306723 47.5354427, 8.7304318 47.5354649, 8.7304266 47.5354391, 8.7301131 47.5354679, 8.7301184 47.5354937, 8.7300661 47.5354985, 8.7300964 47.5356485, 8.7306147 47.5356008, 8.7306048 47.535552, 8.7306927 47.5355439, 8.7306723 47.5354427))",,,,Seuzach,CH,8472,Winterthurerstrasse,no,,,"[734879820, 1528087986, 1528087984, 1528087989, 1528087991, 734879792, 734879768, 1528088012, 1528088003, 734879932, 734879820]",yes,,5,Seuzach,,Migros Seuzach,https://filialen.migros.ch/de/migros-supermarkt-seuzach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,way/115192502,115192502,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((8.7588045 47.5112737, 8.7587363 47.5112827, 8.7586939 47.5111284, 8.7587942 47.5111158, 8.758787 47.5110899, 8.758709 47.5110997, 8.7587044 47.5110809, 8.7586906 47.5110346, 8.7586644 47.5109374, 8.7585115 47.5109237, 8.7584952 47.5108487, 8.7587426 47.510707, 8.7588152 47.5107002, 8.7588892 47.5106933, 8.759035 47.5112441, 8.7588045 47.5112737))",,,,Winterthur,,8404,Guggenbühlstrasse,,,,"[2069879278, 1302502411, 1302501965, 1302502679, 1302502169, 1302500409, 1302501568, 1302500966, 1302503444, 1302500728, 1302500178, 1302501743, 2182954922, 1302501374, 2069879264, 2069879278]",yes,,1,Oberwinterthur,,Migros Oberwinterthur (MM),https://filialen.migros.ch/de/migros-supermarkt-winterthur-oberwinterthur,2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,
150,way/153872741,153872741,way,Migros,Q680727,,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((8.84938 47.2578658, 8.8493672 47.2579528, 8.8493095 47.257949, 8.8492982 47.2580277, 8.8492859 47.2581138, 8.8493156 47.2581157, 8.8493082 47.2581671, 8.8492792 47.2581652, 8.8492442 47.2584089, 8.8492345 47.2584082, 8.849233 47.258419, 8.8492297 47.2584419, 8.8487371 47.2584094, 8.8487007 47.2584036, 8.8486681 47.2583913, 8.8486415 47.2583733, 8.8486251 47.2583545, 8.8486157 47.2583337, 8.8486123 47.2583118, 8.8486249 47.258224, 8.8485975 47.2582222, 8.8486305 47.257992, 8.8486612 47.257994, 8.8486791 47.257881, 8.8487026 47.2578442, 8.8487297 47.2578251, 8.8487413 47.2578206, 8.8487598 47.2578572, 8.8488124 47.2578456, 8.8488306 47.2578829, 8.8490946 47.2578227, 8.8492469 47.2578324, 8.8492444 47.2578568, 8.84938 47.2578658))",,,,Rüti ZH,CH,8630,Bandwiesstrasse,,,,"[9029838945, 7684923762, 7684923760, 3578967664, 7684923761, 7684923763, 7684923765, 7684923764, 7684923766, 7684923767, 3869815572, 3869815570, 2060348860, 7684923773, 7684923772, 2060348852, 7684923771, 7684923770, 2060348849, 7684923769, 7684923768, 2060348835, 9029838944, 9029838943, 9029838942, 9029838941, 9029838940, 9029838939, 9029838938, 9029838937, 9029838936, 9029838935, 9029838934, 9029838945]",yes,,6,Rüti ZH,,Migros Rüti ZH,https://filialen.migros.ch/de/migros-supermarkt-rueti-zh,,,geodieste.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,
151,way/153872747,153872747,way,,,,,,,,Migros,,,,yes,"POLYGON ((8.8486122 47.2577399, 8.8482993 47.2577161, 8.8482996 47.2577109, 8.8482466 47.2577053, 8.8481929 47.2576865, 8.8481537 47.2576574, 8.8481281 47.2576074, 8.8481372 47.2575599, 8.8481869 47.2575106, 8.8482431 47.2574893, 8.8483335 47.2574867, 8.8483405 47.2574405, 8.8494305 47.2575161, 8.8494105 47.2576537, 8.8493904 47.2577913, 8.8486122 47.2577399))",,,,Rüti (ZH),,8630,Bandwiesstrasse,,,,"[1664998242, 2060348828, 9029838946, 1664998250, 2060348826, 1664998252, 1664998254, 1664998267, 2060348819, 1664998271, 2060348814, 1664998273, 1664998276, 1665013749, 2060348830, 1664998242]",parking,,10,,,,,,,geodieste.ch,,,,,,,,,,,,,,,,,,,,,,parking,,yes,multi-storey,permissive,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,
152,way/178988286,178988286,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-19:00; Sa 08:00-18:00; PH off,Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((8.5923794 47.5102892, 8.5923558 47.5098922, 8.5912485 47.5099222, 8.591264 47.5101817, 8.5910889 47.5101864, 8.5910971 47.5103241, 8.5923794 47.5102892))",,,,Embrach,,8424,Bülacherstrasse,,,,"[1893309072, 1893309064, 1893309066, 1893309070, 1893309068, 1893309074, 1893309072]",retail,,17,Embrach,+41 43 266 45 11,Migros Embrach (MM),https://filialen.migros.ch/de/migros-supermarkt-embrach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,way/183423030,183423030,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,,"POLYGON ((8.6214478 47.4193942, 8.6214446 47.4193624, 8.6214121 47.4193638, 8.6214013 47.4192558, 8.62141 47.4192554, 8.6213971 47.4191276, 8.6216369 47.4191165, 8.6216323 47.4190707, 8.6217555 47.4190651, 8.6217733 47.4192422, 8.6216442 47.4192481, 8.6216547 47.4193532, 8.6216238 47.4193547, 8.6216269 47.419386, 8.6214478 47.4193942))",,,,Dietlikon,,8305,Pappelstrasse,,,,"[1937932213, 7711117694, 7711117695, 7711117692, 7711117693, 1937932163, 1937932193, 1937932206, 1937932219, 1937932104, 1937932120, 7711117691, 7711117690, 1937932166, 1937932213]",retail,,2,Dietlikon Brunnenwiese,,Migros Dietlikon,https://filialen.migros.ch/de/migros-supermarkt-dietlikon-brunnenwiese,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,way/195438529,195438529,way,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,yes,"POLYGON ((8.4468559 47.3987033, 8.4468621 47.3983546, 8.4474072 47.3983397, 8.4474654 47.3983693, 8.4473503 47.3984521, 8.4473066 47.3984498, 8.4472892 47.3985099, 8.4473309 47.3985108, 8.4473602 47.398589, 8.4473083 47.3987568, 8.4468559 47.3987033))",,,,Schlieren,CH,8952,Güterstrasse,,,,"[2058886803, 2058886816, 2058886789, 3681157601, 3681157603, 2058886812, 3681157605, 2058886814, 2058886810, 2058886799, 2058886803]",,Parkside Schlieren,5,Schlieren Zentrum,+41 44 732 90 30,Migros Schlieren Zentrum,https://filialen.migros.ch/de/migros-supermarkt-schlieren-zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,way/233903441,233903441,way,Migros,Q680727,,,,,,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((8.7403929 47.4948728, 8.7404341 47.4947753, 8.7404507 47.4947326, 8.7404238 47.4947279, 8.7404753 47.4944687, 8.7404116 47.4944698, 8.7403404 47.4946446, 8.740025 47.4945845, 8.7399509 47.4946065, 8.7398791 47.4947816, 8.7395673 47.4947249, 8.7394011 47.4947707, 8.7394134 47.4947909, 8.7395878 47.4948254, 8.7395979 47.4948009, 8.7397917 47.4948382, 8.7397793 47.4948659, 8.7398152 47.4948728, 8.7400433 47.4949167, 8.7400543 47.4948883, 8.7402518 47.4949244, 8.7402407 47.4949515, 8.7402753 47.4949587, 8.740504 47.4949984, 8.7405138 47.4949737, 8.7407464 47.4950147, 8.7407754 47.4949461, 8.7403929 47.4948728))",,,,Winterthur,,8400,Pflanzschulstrasse,,,,"[7746205989, 5666137893, 1217358961, 82562820, 6269135167, 2422195647, 2422195669, 2422195662, 2422195667, 7746177978, 7746205985, 7746205988, 6269135176, 7746205987, 7746205986, 7746177984, 7746177983, 7746177982, 7746177981, 7746177980, 7746177979, 2422195701, 6269135161, 7746205990, 82562818, 2422195708, 7746205991, 7746205989]",retail,,9,Winterthur Deutweg,,Migros Deutweg,https://filialen.migros.ch/de/migros-supermarkt-winterthur-deutweg,2021-02-25,yes,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,flat,,,,,,,,,,,,,,,,,,
156,way/252014651,252014651,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((8.8442152 47.3004734, 8.8442149 47.3004605, 8.8440219 47.3003886, 8.8442071 47.3001601, 8.8448158 47.3001528, 8.8448177 47.3002231, 8.8447815 47.3002235, 8.8447879 47.3004665, 8.8442152 47.3004734))",,,,Hinwil,,8340,Bachtelstrasse,,,,"[2581394177, 10004397400, 10004397399, 2581394178, 2581394180, 2581394182, 2581394184, 2581394186, 2581394177]",retail,,16,Hinwil,,Migros Hinwil,https://filialen.migros.ch/de/migros-supermarkt-hinwil,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
157,way/277721221,277721221,way,,,,,,,,Migros,,,,,"POLYGON ((8.4367774 47.3960249, 8.4367836 47.3958476, 8.4372858 47.3958747, 8.4372765 47.3959477, 8.4374816 47.3959595, 8.4374645 47.3960541, 8.4367774 47.3960249))",,,,,,,,,,,"[2821877907, 2821877908, 2821877909, 2821877910, 2821877911, 2821877912, 2821877907]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,no,surface,customers,,,,,,,,,,,,,60,,,no,no,,,,,,,,,,,,,,,
158,way/286601752,286601752,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((8.7556223 47.3868721, 8.7553351 47.3866691, 8.7552317 47.3865573, 8.7552964 47.3865154, 8.755267 47.3864842, 8.75545 47.3863656, 8.7556426 47.3865, 8.756041 47.3864421, 8.7561722 47.3865429, 8.7556223 47.3868721))",,,,Fehraltorf,,8320,Grundstrasse,,,,"[2902796596, 2902796805, 2902796577, 2902796586, 2902796810, 2902796568, 2902796808, 4078346712, 2902796570, 2902796596]",yes,,4,Fehraltdorf,,Migros Fehraltdorf,https://filialen.migros.ch/de/migros-supermarkt-fehraltorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,node/251364444,251364444,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.1108744 47.567643),,,,Weinfelden,CH,8570,Amriswilerstrasse,,,,,,,12,Weinfelden Rösslifelsen,,Migros Weinfelden (MM),https://filialen.migros.ch/de/migros-supermarkt-weinfelden-roesslifelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,node/276847742,276847742,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 07:30-17:00; PH off,Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.3920818 47.4356824),,,,St. Gallen,,9008,Bachstrasse,,,,,,,29,St. Gallen St. Fiden,,Migros St. Fiden (MM),https://filialen.migros.ch/de/migros-supermarkt-st-gallen-st-fiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,node/295943800,295943800,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.1825256 47.5403596),,,,Sulgen,,8583,Hauptstrasse,,,,,,,3,Sulgen Passerelle,,Migros Sulgen,https://filialen.migros.ch/de/migros-supermarkt-sulgen-passerelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,node/430491496,430491496,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.0945075 47.5673113),,,,Weinfelden,,8570,Weststrasse,,,,,,,27-29,Weinfelden Weststrasse,,Migros Weinfelden West,https://filialen.migros.ch/de/migros-supermarkt-weinfelden-weststrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,node/660455574,660455574,node,Migros,Q680727,en:Migros,,,,,Migros,,Migros,supermarket,yes,POINT (9.4051513 47.4371841),,,,St. Gallen,,9016,Rorschacherstrasse,,,,,,,249,Neudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,node/732594357,732594357,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (9.1207326 47.2650506),,,,Ebnat-Kappel,,9642,Kapplerstrasse,,,,,,,16,Ebnat-Kappel,,Migros Ebnat-Kappe,https://filialen.migros.ch/de/migros-supermarkt-ebnat-kappel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,node/956199310,956199310,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (9.1858853 47.4126594),,,,Flawil,,9230,Magdenauerstrasse,,,,,,,10,Flawil,,Migros Flawil (MM),https://filialen.migros.ch/de/migros-supermarkt-flawil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,node/1492836188,1492836188,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Th 07:00-19:00, Fr 07:00-20:00, Sa 07:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.4324386 47.5125781),,,,Arbon,,9320,St. Gallerstrasse,,,,,,,6,Arbon,,Migros Arbon (MM),https://filialen.migros.ch/de/migros-supermarkt-arbon,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,node/2045161980,2045161980,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.3668176 47.5642867),,,,Romanshorn,,8590,Bahnhofstrasse,,,,,,,54a,Romanshorn Hubzelg,,Migros Romanshorn (MM),https://filialen.migros.ch/de/migros-supermarkt-romanshorn-hubzelg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,node/2619445083,2619445083,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Mi + Fr 08:00-19:00; Do 08:00-20:00; Sa 07:30-17:00,Migros Ostschweiz,supermarket,yes,POINT (9.3889006 47.4601989),,,,Wittenbach,,9300,Oedenhof 1c,,,,,,,80-86,,,,http://filialen.migros.ch/de/#/Wittenbach/0090390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,node/3127363702,3127363702,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 07:30-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (9.1963914 47.3724083),,,,Degersheim,,9113,Hauptstrasse,,,,,,,81,Degersheim,,Migros Degersheim,https://filialen.migros.ch/de/migros-supermarkt-degersheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,node/3148876242,3148876242,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,,supermarket,,POINT (9.4953346 47.4741887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,node/3174416269,3174416269,node,,,,postfinance_card,no,no,checkout,Migros,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00,,supermarket,yes,POINT (9.3908375 47.3910729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,node/3303882792,3303882792,node,Migros,Q680727,,,,,,Migros,Mo-Fr 08:30-19:00; Th 08:30-20:00; Sa 08:00-17:00,Migros,supermarket,yes,POINT (9.3963374 47.4313942),,,,St.Gallen,,9000,Rorschacherstrasse,yes,,,,,,150,Grossacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q57289203,,,,,,,,,,,,,,
173,node/3324296281,3324296281,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.3162485 47.4172408),,,,Abtwil,,9030,Wiesenbachstrasse,yes,,,,,,7,Abtwil Säntispark,,Migros Säntispark (MM),https://filialen.migros.ch/de/migros-supermarkt-abtwil-saentispark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,node/3358847508,3358847508,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:00-19:00, Sa 07:00-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.0567001 47.4389455),,,,Kirchberg SG,,9533,Wilerstrasse,,,,,,,204,Kirchberg Stelz,,Migros Kirchberg Stelz,https://filialen.migros.ch/de/migros-supermarkt-kirchberg-stelz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
175,node/3804724143,3804724143,node,,,,,,,,Migros,,,,,POINT (9.1853971 47.4128136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,yes,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,node/4364207486,4364207486,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (9.0324644 47.4805982),,,,Bronschhofen,,9552,AMP-Strasse,,,,,,,2,Bronschhofen,,Migros Bronschhofen,https://filialen.migros.ch/de/migros-supermarkt-bronschhofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,node/4471468374,4471468374,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.9982285 47.4778718),,,,Münchwilen,,9542,Wilerstrasse,,,,,,,5,Münchwilen,,Migros Münchwilen,https://filialen.migros.ch/de/migros-supermarkt-muenchwilen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,node/4557017489,4557017489,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,,supermarket,yes,POINT (9.4896088 47.4784176),,,,Rorschach,,9400,Trischlistrasse,,,+4171 846 86 11,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,node/5058547354,5058547354,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-19:00; Sa 08:00-18:00,,supermarket,yes,POINT (9.3780973 47.4252288),,,,St. Gallen,CH,9000,Brühlgasse,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,node/5371339321,5371339321,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 07:30-19:00; Sa 07:30-17:00,,supermarket,,POINT (9.3862985 47.435286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,node/5582222822,5582222822,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-20:00; Sa 08:00-18:00,Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.3705595 47.422221),,,,,,,,,,,,,,,St. Gallen Neumarkt,,Migros Neumarkt (MMM),https://filialen.migros.ch/de/migros-supermarkt-st-gallen-neumarkt,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,node/5906141564,5906141564,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (9.0878696 47.299368),,,,Wattwil,,9630,Bahnhofstrasse,,,,,,,19,Wattwil,,Migros Wattwil (MM),https://filialen.migros.ch/de/migros-supermarkt-wattwil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,node/6821809534,6821809534,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (9.2976249 47.5466147),,,,Amriswil,,8580,Rütistrasse,,,,,,,10a,Amriswil,,Migros Amriswil (MM),https://filialen.migros.ch/de/migros-supermarkt-amriswil,,,,,,,,,,,,,,,,,,,,,,,,2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,node/7683124251,7683124251,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Fr 8:00-19:00; Tu 08:00-20:00; Sa 08:00-17:00; PH off,Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.0428048 47.462723),,,,Wil SG,,9500,Obere Bahnhofstrasse,,,,,,,5,Wil SG,,Migros Wil SG (MM),https://filialen.migros.ch/de/migros-supermarkt-wil-sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,node/9245621475,9245621475,node,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (9.1354392 47.4372258),,,,,,,,,,,,,,,Uzwil Birkenhof,,Migros Uzwil,https://filialen.migros.ch/de/migros-supermarkt-uzwil-birkenhof,2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
